,name,income,expend
98642,North Hertfordshire Centre for Voluntary Service Limited,499311.0,473677.0
106297,Voluntary and Community Action South Bedfordshire,496970.0,501181.0
69981,Community Action Derby Ltd,492173.0,675687.0
98361,Voluntary Action Epping Forest,488418.0,471415.0
93946,Thurrock C. V. S. (Council for Voluntary Service),483243.0,412360.0
81835,Slough Council for Voluntary Service,481460.0,485659.0
82922,Sobus,477040.0,596535.0
106022,Oxfordshire Community and Voluntary Action,468091.0,556105.0
124518,Tower Hamlets Council for Voluntary Service,453972.0,481048.0
89543,The Voluntary Network,442054.0,410003.0
97487,Develop Enhancing Community Support Limited,439751.0,502439.0
82786,Shipley and Bingley Voluntary Services,431983.0,465062.0
93740,Volunteer Centre Lewisham,429210.0,335819.0
58265,Newark and Sherwood Community and Voluntary Service,426757.0,386742.0
57248,Barking and Dagenham Council for Voluntary Service,425642.0,457727.0
76473,The Blackpool Wyre and Fylde Council for Voluntary Service,424766.0,462636.0
111941,Cymorth (Cymru),419832.0,422641.0
42080,South Tyneside Council for Voluntary Service,415401.0,500878.0
42279,The James Cook University Hospital Voluntary Services Council,407143.0,380033.0
95491,Ray Ceredigion,406109.0,415010.0
101620,Council for Voluntary Service North West Kent,403316.0,394664.0
89088,Voluntary Sector North West,401613.0,449738.0
85354,Merton Voluntary Association for the Blind,400954.0,390924.0
86811,Enfield Voluntary Action,399616.0,365352.0
134105,The National Funding Scheme,399517.0,289599.0
101561,South West Forum,399214.0,439804.0
120720,Enrych Leicestershire and Derbyshire,393556.0,359968.0
128548,Teignbridge Community and Voluntary Services,393043.0,291680.0
103467,South Northants Volunteer Bureau,391155.0,341872.0
83153,Sandwell Council of Voluntary Organisations (S.c.v.o.),386445.0,386277.0
19816,Foundation for Science and Technology,378328.0,387708.0
132063,CVS Brent,376513.0,334775.0
87706,Hillingdon Association of Voluntary Services,375398.0,169390.0
54507,Camden Volunteer Bureau,372030.0,377252.0
116899,Voluntary Action Rutland,367364.0,398241.0
115095,East Riding Voluntary Action Services (Ervas) Limited,364239.0,347448.0
103500,Tools with a Mission,363992.0,359997.0
22070,Bexley Voluntary Service Council Limited,363111.0,511283.0
115762,The Centre for Innovation in Voluntary Action,361257.0,369925.0
110855,Greater London Volunteering,356581.0,330207.0
81652,Gloucestershire Association for Voluntary & Community Action,355784.0,375787.0
69482,Council for Voluntary Service (Medway),354420.0,382095.0
118001,Welbodi Partnership,351469.0,313692.0
96695,Crawley Community & Voluntary Service,350178.0,327138.0
90693,Doncaster CVS,349970.0,467256.0
20881,Avc Berwick House,349237.0,335638.0
99595,Mansfield Community and Voluntary Service (CVS),349011.0,408723.0
116736,Greenwich Action for Voluntary Service,348729.0,332083.0
