,name,income,expend
85144,The National Foundation for Youth Music,9973009.0,10269552.0
108367,Active Luton,9859899.0,9716723.0
39242,Newcastle Theatre Royal Trust Limited,9839969.0,9070211.0
36313,Booktrust,9835558.0,9310611.0
125791,Northamptonshire Arts Management Trust,9565491.0,9670894.0
37225,The National Coaching Foundation,9524725.0,9744451.0
12786,Philharmonia Ltd,9483315.0,9567940.0
36218,Tate Members,9358805.0,10932539.0
104009,Trafford Community Leisure Trust,9167946.0,9117912.0
29665,The Serpentine Trust,9167841.0,6816984.0
2803,The Shakespeare Birthplace Trust,9046000.0,8621000.0
11584,Royal Philharmonic Orchestra Limited,9012530.0,8966422.0
17437,Leeds Castle Foundation,8977000.0,9263000.0
122108,The Football League (Community) Limited,8940291.0,8734652.0
85130,North Country Leisure,8925538.0,8919775.0
109768,Punchdrunk,8867133.0,9205597.0
85546,The Northampton Theatres Trust Limited,8724761.0,8828826.0
103563,The Bristol Clifton and West of England Zoological Society Limited,8528000.0,8332000.0
102853,Dacorum Sports Trust,8335116.0,8721208.0
116397,Luton Cultural Services Trust,8228547.0,7943490.0
39559,Cyngor Llyfrau Cymru-Welsh Books Council,7938293.0,7933482.0
85013,Tameside Sports Trust,7884100.0,7975157.0
15300,Aldeburgh Music,7860000.0,7803000.0
10513,The Ffestiniog and Welsh Highland Railways Trust (Ymddiriedolaeth Rheilffyrdd Ffestiniog Ac Eryri),7813991.0,7191474.0
115955,Beamish Museum,7718000.0,7169000.0
95332,York Museum & Gallery Trust,7685635.0,5991424.0
8187,Leicester Theatre Trust Limited,7671101.0,7548875.0
6536,Halle Concerts Society,7611000.0,8120000.0
134204,The HMS Caroline Preservation Company,7556000.0,0.0
17596,The Young Vic Company,7544585.0,7551930.0
14781,Northern Ballet Limited,7455515.0,7860988.0
13924,Royal Exchange Theatre Company Limited,7413000.0,8373000.0
12763,Rambert Trust Limited,7306123.0,3701769.0
12698,Brighton Dome and Festival Ltd,7265173.0,7577424.0
25998,Yale University Press London,7246793.0,7324851.0
129197,Museum of London Archaeology,7204532.0,6886982.0
12777,Contemporary Dance Trust Limited,7196253.0,6821661.0
15274,The Victory (Services) Association Limited,7090875.0,6030785.0
6475,Birmingham Repertory Theatre Limited,7012093.0,7056662.0
104775,Blyth Valley Arts and Leisure Limited,6822000.0,6755000.0
25198,Wessex Archaeology Limited,6778420.0,6856702.0
26921,The Chatham Historic Dockyard Trust,6737237.0,6090585.0
62053,Fairfield (Croydon) Limited,6719493.0,6950060.0
52793,The Horniman Public Museum and Public Park Trust,6703885.0,6544810.0
73191,At Bristol Limited,6588000.0,6642000.0
132542,The Join in Trust Limited,6495097.0,5959145.0
