,name,income,expend
28511,Starlight Children's Foundation,9862482.0,9691133.0
115741,Bauer Radio's Cash for Kids Charities,9769920.0,9583502.0
130537,The Racing Foundation,9461729.0,771789.0
80213,The Hadley Trust,9434025.0,3277761.0
28951,The Tesco Charity Trust,9162000.0,9166000.0
37477,The Fidelity UK Foundation,9087053.0,5616236.0
28153,Milton Keynes Community Foundation Limited,9068282.0,2417686.0
14,Esmee Fairbairn Foundation,8948000.0,39370000.0
115208,Peter Lang Children's Trust,8810837.0,8907254.0
24924,The Linbury Trust,8784000.0,8724000.0
10075,The Charles Wolfson Charitable Trust,8669345.0,7445064.0
117330,The Asda Foundation,8574248.0,8077823.0
17691,Benesco Charity Limited,8547082.0,7387743.0
89346,Thomson Reuters Foundation,8371000.0,8873000.0
13151,M and R Gross Charities Limited,8195834.0,7184208.0
126029,Fara Foundation,8061885.0,7187281.0
94570,The London Community Foundation,7930000.0,5598000.0
50491,Community Foundation Serving Tyne & Wear and Northumberland,7904552.0,6506538.0
128059,The Education Endowment Foundation,7820311.0,11148602.0
36766,The Mercers Charitable Foundation,7813000.0,3379000.0
25886,The Bowerman Charitable Trust,7768437.0,923395.0
104263,KKL Charity Accounts,7735890.0,8988010.0
129918,The V&a Foundation,7607092.0,4427852.0
9977,John Lyon's Charity,7246000.0,8666000.0
133365,Peter Harrison Heritage Foundation,7245759.0,4509960.0
86227,The Jack Petchey Foundation,7242279.0,6289771.0
58814,The Elton John Aids Foundation,7136999.0,7790105.0
85487,North West Air Ambulance,7135513.0,5812382.0
133648,The Lancashire Foundation,7112084.0,3009039.0
21118,The Charles Skey Charitable Trust,7061739.0,122114.0
86378,4 Charity Foundation,7036092.0,5965587.0
90477,Kent Community Foundation,7031255.0,5986180.0
107665,Norfolk Community Foundation,7009927.0,4560152.0
109520,Magen David Adom UK,6970307.0,7535990.0
103971,The Tudor Trust,6898000.0,21617000.0
36978,The Thompson Family Charitable Trust,6714340.0,3510960.0
70922,The Steinberg Family Charitable Trust,6579671.0,940762.0
73384,"The Leprosy Mission England, Wales, the Channel Islands and the Isle of Man",6573211.0,6028725.0
22790,The Ian Karten Charitable Trust,6400435.0,484464.0
28495,The Frederick Mulder Foundation,6157447.0,309478.0
134102,The Eighty Eight Foundation,6069778.0,370680.0
118378,Nominet Charitable Foundation,6067351.0,5529260.0
74130,Essex Community Foundation,5946117.0,2202143.0
116497,The Burberry Foundation,5922760.0,3702033.0
53147,Santander UK Foundation Limited,5803253.0,5962974.0
131268,The Holbeck Charitable Trust,5791000.0,555000.0
34271,The Lords Taverners,5701041.0,5852117.0
128546,The Langdon Foundation,5660049.0,5702851.0
20357,The Exilarch's Foundation,5408809.0,6477768.0
130006,St. James's Place Foundation,5378666.0,5316418.0
135342,The Tunstall Jubilee Foundation,5229243.0,63904.0
134499,The Serco Foundation,5227599.0,38039.0
123129,Affinity Sutton Community Foundation,5209000.0,5209000.0
121981,The Elders Foundation,5179679.0,3866113.0
16840,The Headley Trust,4971000.0,5454000.0
134812,The Martin Smith Foundation,4938520.0,480965.0
2992,The Joseph Rowntree Charitable Trust,4917000.0,8635000.0
131583,The Mittal Foundation,4897452.0,2961201.0
36500,The Raphael Freshwater Memorial Association,4867000.0,3806000.0
63768,The Atlantic Charitable Trust,4806087.0,19355694.0
24708,Joan Ainslie Charitable Trust,4710840.0,83658.0
72049,County Durham Community Foundation,4612427.0,3017026.0
