,name,income,expend
98042,The Anthony Powell Society,24907.0,20697.0
36373,The Midland Institute of Otorhinolaryngology,24871.0,21704.0
109248,Latin America Bureau (Research and Action) Limited,24718.0,20737.0
85322,Kids Like Us,24714.0,9064.0
24566,Heinrich Wolfgang Donner Settlement,24668.0,25281.0
23643,The British Institute of Organ Studies,24595.0,27770.0
135466,The Dorset Cancer Care Foundation,24529.0,4819.0
134613,Rugby Charity Ball Charitable Trust,24508.0,8271.0
37570,Cambridge Cancer Research Fund in Memory of Professor Joseph Mitchell and DR Mary Mitchell,24461.0,90630.0
53129,World's Poultry Science Association United Kingdom Branch,24408.0,20679.0
21782,The Exeter Hip Charitable Trust,24387.0,14292.0
21587,Doubleday Research Fellowship,24294.0,33249.0
15042,British Arachnological Society,24277.0,19961.0
14823,William Pengelly Cave Studies Trust Limited,24233.0,23860.0
16577,The Alpha Omega Charitable Trust,24171.0,41357.0
86561,Society for Name Studies in Britain and Ireland,24168.0,20776.0
91007,Urogynaecology Research Trust,24080.0,9756.0
105895,Elizabeth Jolly Charitable Trust,24000.0,11000.0
73196,The UK Society for Co Operative Studies,23908.0,22635.0
103728,Tibetan Sakya Trust,23768.0,24628.0
26911,The Stuart Rossiter Trust Fund,23741.0,5595.0
117807,Amser Justin Time - Elusen Cancr Pancreas Cymru/Pancreatic Cancer Charity Wales,23565.0,5011.0
26824,British Society for Medical Mycology,23549.0,36595.0
122447,Mile Walk Fundraisers,23435.0,19647.0
84236,Centre for Research and Implementation of Clinical Practice,23338.0,21413.0
34571,The European-Atlantic Movement,23328.0,20973.0
73708,Jenner Vaccine Foundation,23300.0,99593.0
127482,Edgar's Gift,23122.0,13050.0
118027,The Chyrelle Addams Cancer Support Trust,23061.0,22396.0
21553,Aims2cure,23050.0,14952.0
57794,The Hung Cheng and Baroness Olga Knoop Trust for Ophthalmic Research,22870.0,22920.0
23245,"Ornithological Society of the Middle East, the Caucasus and Central Asia",22867.0,24633.0
89010,The Marlborough Mound Trust,22852.0,103586.0
124640,Herts Against Cancer,22745.0,20618.0
28817,Motorsport Safety Fund,22719.0,6650.0
114772,Indigo Foundation (Norfolk) Limited,22712.0,16519.0
60179,St George's Kidney Patients Association,22686.0,51732.0
74780,The Society of Anaesthetists of Wales,22550.0,15300.0
120095,Water-Sports 4 Cancer Research [W4cr],22530.0,10854.0
