,name,income,expend
131469,Powys' Museums' Education and Access Trust,25000.0,16454.0
114968,The Surtal Asian Arts Limited,24995.0,27453.0
109444,Triple-M,24991.0,24037.0
103649,Crochan Celf,24901.0,33494.0
114830,Journeys Through Sport Limited,24862.0,26242.0
34471,Friends of Exeter Museums and Art Gallery Trust,24853.0,4250.0
136138,Marauder Tigers Wheelchair Rugby Club,24841.0,20736.0
75204,Gloucester Round Table Charitable Trust Fund,24814.0,28405.0
69349,North City Adventure Playground,24814.0,37002.0
30451,Abington Village Institute,24789.0,31429.0
56237,Test Valley Arts Foundation Limited,24783.0,27540.0
121623,Carnegie Heritage Centre Limited,24782.0,26088.0
14024,Stroud Festival Limited,24777.0,20247.0
47858,Houghton Main Recreation Ground,24755.0,27784.0
32396,Wadham Lodge Sports Ground Trust,24737.0,18081.0
43783,The Watson Players,24735.0,22810.0
8161,Tilford Bach Society,24634.0,23646.0
40066,Earl Shilton Social Institute,24620.0,26971.0
100358,Hizen Foundation,24613.0,28098.0
120142,Leicestershire Victoria County History Trust,24591.0,13283.0
42603,Liverpool and South West Lancashire Family History Society,24586.0,25540.0
106700,The Mayfield Festival Choir Society,24584.0,21356.0
115588,Thetford Music Project,24579.0,30512.0
73294,New Milton and District Round Table Charitable Trust Fund,24554.0,20740.0
87520,Godalming Round Table 429,24548.0,24009.0
132811,Ardent Film Trust,24521.0,20153.0
29045,Felsted Choral Society,24520.0,26546.0
128789,Stockport Schools' Brass Bands,24518.0,20667.0
36563,Joicey Trust Fund (Icw the London Museum,24516.0,9037.0
122937,Barrow Transport Museum Trust Limited,24508.0,26086.0
121969,Amber's Fund,24500.0,23378.0
118418,Napton Music Festival Trust,24495.0,15280.0
25643,Charity of Thomas Blamey,24493.0,19545.0
66432,Dearne Culture Trust,24481.0,22486.0
58062,Warrington Male Voice Choir,24472.0,30971.0
134581,The Aldeburgh Library Foundation,24464.0,26518.0
39178,Lloyd George Museum,24460.0,67670.0
110997,The Desmond Elliott Charitable Trust,24459.0,84827.0
50886,Congleton Museum Trust,24434.0,30175.0
38333,Cor Meibion Trelawnyd Trelawnyd Male Voice Choir,24433.0,22903.0
33905,Cricklade Town Hall,24427.0,26691.0
83567,Orchyd,24421.0,27724.0
134033,Cantemus at Calday,24417.0,21766.0
101335,St Edmund's Wheel Trust,24407.0,21576.0
130397,Birmingham Youth Theatre,24399.0,32881.0
58063,Rotary Club of Trent Bridge Charitable Trust,24388.0,27904.0
72866,Heswall Round Table Charitable Trust,24384.0,21428.0
25879,The Arthur Crick Trust,24382.0,48159.0
45323,Retford Lions Club Charity Trust Fund,24379.0,21127.0
117578,New Generation Brass,24375.0,21834.0
127379,Andover Town Band,24368.0,21841.0
1925,The London Society,24367.0,24489.0
40335,Burry Port Town Band,24357.0,24357.0
127063,Failand & Portbury Cricket Club,24356.0,24835.0
115054,The Wessex Chamber Choir,24345.0,22249.0
45808,Whaley Bridge Mechanics Institution,24345.0,22439.0
77359,The National Association of Writers Groups,24341.0,22127.0
44152,Patrons of Lake District Summer Music,24338.0,21715.0
101965,Poulton Cricket Club,24335.0,24285.0
70176,The Rotary Club of Widnes Trust Fund,24329.0,24329.0
131474,Llanelli & District Model Engineers,24328.0,28234.0
75689,Taunton Concert Band,24324.0,23589.0
122067,Tenbury Rugby Football Club Ltd,24309.0,19021.0
5961,The Craig Charity for Children,24307.0,23908.0
61153,Rotary Club of Woking District Trust Fund,24300.0,20248.0
41583,The Marske Sports and Recreation Association,24299.0,8486.0
15413,Hampton Choral Society,24297.0,18033.0
105536,The Circus Project,24295.0,23765.0
20471,The Richmond Orchestra,24295.0,20577.0
97224,The Midland Sinfonia,24290.0,13446.0
121365,Connaught Opera,24280.0,24445.0
54905,Kingston Road Recreation Ground,24278.0,24278.0
80501,Carousel Womens Club,24270.0,23689.0
111796,Cornwall Youth Brass Band,24261.0,16171.0
105986,Croydon Schools' Music Association,24260.0,18273.0
53010,Golf Green Public Hall,24250.0,28327.0
78535,The Rotary Club of Brentwood Trust Fund,24248.0,10266.0
50790,Newcastle Choral Society,24243.0,24357.0
134935,Southwold Sailors' Reading Room Association,24243.0,24176.0
77310,The Dawn Sailing Barge Trust Limited,24242.0,16310.0
86609,Gainsborough and District Heritage Association,24228.0,6367.0
67536,The Dorking Choral Society,24225.0,22074.0
125648,Skegness Sports Association Limited,24223.0,30443.0
44489,King Edward Musical Society of Macclesfield,24215.0,26726.0
31413,Synwell Playing Field,24214.0,24214.0
93735,The St Blazey Amateur Operatic Society,24196.0,23902.0
73759,Rotary Club of Cheltenham Sunrise Trust Fund,24196.0,15177.0
121480,Rawcliffe Junior Football Club,24190.0,25181.0
107697,The Rotary Club of Frome Selwood Charitable Trust Fund,24169.0,20452.0
52546,Rotary Club of Wrington Vale Trust Fund,24152.0,28298.0
72943,The Rotary Club of Barnet Charity Trust Fund,24141.0,19990.0
92335,Filwood Playing Field Trust,24124.0,21456.0
99145,The Lyc Foundation,24124.0,24311.0
16169,Cranbrook and District Choral Society,24120.0,20310.0
44499,Bolsterstone Male Voice Choir,24120.0,34884.0
130094,Falcons Community Sport Centre,24111.0,21519.0
52370,Amberliegh,24100.0,18332.0
109932,Kitaid,24093.0,16873.0
132470,Smithsonian UK Charitable Trust,24092.0,10587.0
105901,Friends of the Victoria Art Gallery,24073.0,19813.0
27839,Bexhill Light Operatic and Dramatic Society,24061.0,37164.0
108807,The Surrey Heath Choral Society,24055.0,28718.0
124589,Wirksworth Music Centre Charitable Trust,24051.0,20288.0
134504,The Kesgrave All Saints Church Cemetery Charitable Trust,24051.0,2142.0
130609,The Art and Ideas Trust,24050.0,30842.0
57718,British Deaf Sports Council Limited,24050.0,20238.0
23289,West London Sinfonia,24049.0,24575.0
119098,The Wigston Band,24040.0,17305.0
17969,Blandford Forum Museum Trust,24038.0,26126.0
120533,Surrey Community Music Society,24037.0,21682.0
29091,The Rotary Club of Thanet Trust Fund,24033.0,6587.0
133433,The Burton Bradstock Festival of Music and Art,24024.0,23641.0
60706,Beaconsfield Operatic Society,24020.0,26405.0
103658,South Acton Skills and Arts Collaborative,24019.0,21775.0
67621,Rotary Club of Ferndown Trust Fund,24017.0,22317.0
90660,East Sussex Bach Choir,24016.0,26791.0
71423,Society of Friends of the Royal Navy Submarine Museum,24010.0,19799.0
4822,Cymdeithas Ddrama Llangefni,24009.0,19865.0
106590,Hamsterley Trailblazers,24004.0,11266.0
52619,Raibc-the Charity Working for Radio Amateurs with Disabilities,23998.0,29166.0
116189,Chetwynd Afc,23992.0,20547.0
42886,The Cheshire County Lawn Tennis Association Youth Trust,23990.0,8616.0
120717,Ffin Dance,23981.0,24837.0
