,name,income,expend
81266,Ysgol Feithrin Gymraeg Rhuthun,24966.0,21092.0
63573,Slip End Playgroup,24955.0,26528.0
72243,Hellifield Pre-School,24944.0,24987.0
75657,Cylch Meithrin Croesgoch,24885.0,19479.0
60815,Wistanstow Under Fives,24730.0,26036.0
60976,Stillington Under Fives,24699.0,24944.0
63844,Turnditch and District Playgroup,24675.0,31337.0
90091,St Mary's Playgroup Woodkirk,24617.0,22910.0
62444,Milwich Pre-School & Lollipops Before & After School Club,24600.0,27107.0
105825,Dove Holes Playgroup,24563.0,25849.0
64982,Sandringham and West Newton Playgroup,24558.0,20975.0
87416,Little Monsters Pre-School,24536.0,27184.0
61664,Upper Colwyn Bay Playgroup,24525.0,24172.0
66295,Longdon Pre School,24523.0,24523.0
92636,Little Acorns Nursery,24466.0,21260.0
74815,Ysgol Feithrin Machynlleth,24456.0,24350.0
59403,Long Lane Pre-School,24444.0,24444.0
91456,Ladybirds Pre-School Playgroup,24423.0,25249.0
74808,Tudno Playschool,24405.0,24443.0
97976,'Lets Play' Pre-School,24376.0,24554.0
75254,Highampton Area Pre-School Group,24374.0,23612.0
112650,Ridgeway Playgroup Limited,24338.0,26332.0
77705,Chislet and District Pre-School Playgroup,24256.0,30946.0
130241,Broomfield Ducklings Playgroup,24229.0,31913.0
136762,2 to School Pre School,24211.0,18625.0
62170,Sprotbrough Park Playgroup and Toddler Group,24194.0,23314.0
76657,Cullompton Family Centre,24187.0,22804.0
66581,The Village Playgroup ( Sicklinghall ),24186.0,33679.0
75566,Cylch Meithrin Plus Glanrafon,24167.0,22508.0
62256,Sparrows Playgroup,24163.0,24877.0
91388,Huntley Playgroup,24162.0,26486.0
85633,Cylch Meithrin Chwilog,24130.0,20635.0
76267,Ysgol Feithrin Drefach Felindre,24130.0,24302.0
59905,Whitchurch Pre-School,24126.0,49887.0
74989,Cylch Meithrin Llanrhystud,24095.0,20980.0
100820,Burton Green Butterflies Pre-School,24073.0,37283.0
75988,Cylch Meithrin Creigiau,24047.0,17811.0
76292,Cylch Meithrin Hywel Dda,24040.0,20977.0
61389,Teddies(scawsby),24021.0,23720.0
88412,West Horndon Under Fives,24020.0,21127.0
76029,Cylch Meithrin Talybont,24013.0,26125.0
85873,Cambridge Road Playgroup,24004.0,26930.0
62920,Warmington Playgroup,23960.0,28148.0
86614,Merryfields Playschool,23948.0,24421.0
65648,Marwood Pre-School,23931.0,21640.0
