,name,income,expend
2528,The Lawes Agricultural Trust,982133.0,832893.0
113624,The Duchenne Research Fund,974175.0,319389.0
22623,Progressive Farming Trust Limited,968245.0,1037655.0
11958,Royal Anthropological Institute of Great Britain and Ireland,964932.0,813875.0
35789,The Needham Research Institute,964883.0,481295.0
123217,Ucl Cancer Institute Research Trust,953500.0,509040.0
87282,The Healing Foundation,952590.0,1744748.0
29568,The Basw Trust,951840.0,951840.0
115145,Against Breast Cancer Limited,950499.0,601449.0
73962,Lupus UK,940315.0,1089886.0
126706,MTV Staying Alive UK,920617.0,632696.0
83995,Council for British Research in the Levant,918727.0,830490.0
131162,Georgetown University (Usa) UK Initiatives Organisation,912726.0,1642117.0
103073,The Hepatitis C Trust,903149.0,833138.0
29689,British Liver Trust,899666.0,653551.0
91085,Civitas Limited,893821.0,1299271.0
96215,The Institute for Philanthropy,893142.0,1081331.0
34451,Camborne School of Mines Trust,891143.0,125381.0
85722,Vale of Rheidol Railway Limited,889140.0,630306.0
52705,Prostate Cancer Research Trust,886996.0,792194.0
134391,National Hereditary Breast Cancer Helpline,884960.0,882086.0
106972,Global Entrepreneurship Research Association,884872.0,732582.0
62165,The Bay Trust,875907.0,916215.0
81309,The Ear Foundation,870313.0,803877.0
103395,Ioo Limited,868947.0,856992.0
56524,The Society for the Study of Addiction,866135.0,769381.0
100223,Cure Leukaemia,863474.0,735822.0
112886,The Association of Coloproctology of Great Britain and Ireland,862942.0,884146.0
3954,Royal Entomological Society of London,861940.0,737237.0
86252,The Brian Mercer Charitable Trust,850438.0,659800.0
25811,Bju International,840498.0,755587.0
30098,Raft - Restoration of Appearance and Function Trust,836034.0,1316344.0
52905,The William Harvey Research Foundation,833157.0,1037003.0
98865,Primary Care Respiratory Society UK,832217.0,812290.0
85339,Over the Wall,831928.0,817880.0
115746,Myrovlytis Trust,830713.0,824690.0
80977,Children's Liver Disease Foundation,828605.0,1052105.0
126698,Alcohol Research UK,827549.0,865964.0
117748,Crossfields Institute,825103.0,812101.0
54859,Royal Automobile Club Foundation for Motoring Limited,824736.0,802490.0
92113,Cicely Saunders International,821972.0,653874.0
29279,Brace,816700.0,669472.0
83321,The Political Studies Association of the United Kingdom,802957.0,703388.0
109424,Bone Cancer Research Trust,801616.0,745222.0
37327,Williamson Trust,800953.0,0.0
14110,Bath Institute of Medical Engineering Limited,781064.0,770058.0
107091,The UK Stem Cell Foundation,774517.0,1346370.0
134552,The Elimination of Leukaemia Ltd,772017.0,356829.0
109356,The Little Princess Trust,767098.0,281593.0
110084,Genetic Alliance UK Ltd,767037.0,630295.0
27731,National Eye Research Centre,766325.0,911917.0
37424,Vipassana Trust,761032.0,591970.0
88368,International Longevity Centre-UK,756955.0,772782.0
12944,Association for the Study of Medical Education,754049.0,698149.0
104778,National Kidney Federation,750575.0,699258.0
16063,The Guarantors of Brain,750356.0,482597.0
134431,British Educational Research Association,749289.0,544715.0
121883,Responding to Conflict,747200.0,743200.0
93345,The Trent Rivers Trust,742053.0,469180.0
125553,Kids 'N' Cancer UK,741332.0,639276.0
3536,The Arable Group Limited,741000.0,664000.0
18334,Building and Social Housing Foundation,740931.0,814643.0
2765,Swedenborg Society,738112.0,290396.0
7674,The Multiple Sclerosis Research and Relief Fund,733936.0,520434.0
90345,Regional Studies Association,731688.0,763211.0
121289,York Against Cancer,722544.0,594328.0
117736,Scientific Committee on Antarctic Research,721369.0,522478.0
28805,Association of Medical Research Charities,721109.0,653506.0
16359,Cambridge Eye Trust,720143.0,76114.0
13329,The Institute for Jewish Policy Research,712516.0,546306.0
102366,The British Pain Society,709553.0,758877.0
36519,The British Institute of Archaeology at Ankara,701405.0,743592.0
122555,Greenpower Education Trust,701072.0,672344.0
121622,The Rosemere Cancer Foundation,699000.0,754000.0
116137,Pen Green Centre,693000.0,665798.0
52676,European Oncology Nursing Society,691338.2025,530511.1355
19054,Friends of Eortc,691038.0,594205.0
2525,Royal Meteorological Society,687015.0,630705.0
15319,Society for Reproduction and Fertility,682235.0,788475.0
115792,International Society of Hypertension,677619.0,228080.0
101638,Centre for Reform,673394.0,640526.0
68509,Surrey Satro,673045.0,681816.0
79526,Association for Learning Technology,669853.0,648509.0
126351,London Centre for Mathematical Sciences Limited,669378.0,529498.0
98756,Restorative Justice Council Limited,668914.0,895519.0
66464,Action for Me,668844.0,766127.0
36483,Society for Research Into Higher Education,665847.0,701683.0
54096,The Social Market Foundation,664894.0,663127.0
106968,Genesis Breast Cancer Prevention Appeal Limited,660769.0,705339.0
35144,The Ditchley Foundation,651777.0,1540750.0
122561,Jo's Cervical Cancer Trust,650977.0,637522.0
40752,The Clwyd-Powys Archaeological Trust,650821.0,640591.0
13073,The Centre for Crime and Justice Studies (Istd),648871.0,737407.0
111435,Tropical Biology Association,629567.0,674919.0
80123,The Modern Humanities Research Association,627521.0,637191.0
102908,Kick It Out,623300.0,492086.0
99153,The Brain and Spine Foundation,621945.0,737407.0
100716,The Institute for Criminal Policy Research (Icpr),619626.0,769965.0
114964,Specialeffect Org UK,619444.0,464167.0
90344,Croydon School for Arabic and Kurdish Studies,617119.0,604654.0
131238,Sense About Science,613215.0,384319.0
26760,Development Education Association,608414.0,519074.0
131810,Ebp South Ltd,602782.0,685538.0
20334,The Centre for Medieval and Renaissance Studies Limited,601925.0,536383.0
116930,Time Banking Wales,600975.0,656984.0
13029,Conway Hall Ethical Society,600749.0,614214.0
90255,Institute of Business Ethics,599396.0,638263.0
2400,The Friends of Whitefriars Oxford Fund,595592.0,628186.0
101453,Campaign for Better Transport Charitable Trust,595467.0,581830.0
127104,Science Media Centre,594549.0,495120.0
115766,The Country Trust,594452.0,633432.0
104431,The Blond Mcindoe Research Foundation,593975.0,650419.0
52142,Action for Stammering Children,593727.0,510434.0
78188,N A A C E,585944.0,573009.0
115452,Institute of Food Science and Technology,582384.0,576382.0
109802,Edupoor Limited,579935.0,570607.0
121001,Studio Schools Trust,568209.0,564508.0
76983,The Insulin Dependent Diabetes Trust,566144.0,479385.0
118958,Social Affairs Unit,560933.0,571722.0
28492,Khalsa College London,558864.0,490620.0
14353,The Psoriasis Association,549444.0,305707.0
8553,The Society for the Advancement of Management Studies Limited,549274.0,344493.0
132835,Joining Jack,546045.0,65679.0
114434,The Historical Association,541461.0,619719.0
15211,The Genetics Society,540690.0,441380.0
16621,Cancer Prevention Research Trust,538449.0,280398.0
107134,Heart of Mersey,536498.0,617851.0
132289,The HPV and Anal Cancer Foundation Limited,535403.0,145203.0
131823,The DR Hadwen Trust,531959.0,585802.0
103060,The Cavendish Centre,528769.0,478570.0
11568,British Division of the International Academy of Pathology,525332.0,411346.0
105777,The Cleft Lip and Palate Association,524661.0,533262.0
41609,North of England Children's Cancer Research Fund,523565.0,672807.0
118548,"Unit Institute Fund, Commando Training Centre Royal Marines (Uif Ctcrm)",523066.0,526620.0
121662,The Science Council,515074.0,511269.0
86280,World Obesity Federation,513557.0,761270.0
19876,Wessex Medical Trust,512454.0,296363.0
20911,The Colt Foundation,507574.0,609465.0
123452,Ciu Trust,507073.0,834411.0
88880,The Migraine Trust,504017.0,623958.0
100583,Grace House North East,501216.0,233738.0
17250,The Humane Research Trust,500473.0,428240.0
1926,The Lister Institute of Preventive Medicine,499000.0,1169000.0
90728,British Society of Interventional Radiology,498357.0,493970.0
69304,The Emf Biological Research Trust,498098.0,739413.0
104746,Inspire at St Peter's,496660.0,521554.0
