,name,income,expend
26622,The Factory Community Project and Children's Centre,954251.0,1060832.0
32706,Greater London Middlesex West County Scout Council,943911.0,908275.0
48334,Scout Association County of Birmingham,930766.0,815740.0
21677,The Salmon Youth Centre in Bermondsey,880004.0,996318.0
82697,Somerset Rural Youth Project,795693.0,807902.0
97642,Young Cumbria,764776.0,872819.0
54035,North East England Guide Association,758056.0,752767.0
34234,The Guide Association South-West England,754412.0,760684.0
46189,Guides Cymru,731809.0,687374.0
110366,Guidestar International,731797.0,838448.0
75921,Warwickshire Association of Youth Clubs,626985.0,637209.0
58021,Belchamps Scout Centre,620959.0,547810.0
100850,Warrington Youth Club Limited,585668.0,568231.0
46446,The Guide Association North West England,584574.0,433610.0
111527,Derwenthaugh Boat Station of the Sea Cadet Corps,518704.0,613279.0
47054,Scouts Wales,518695.0,506299.0
32388,Arbour Youth Centre,517796.0,663537.0
31703,Essex County Scout Council,515388.0,531395.0
55294,Kashmir Youth Project,503159.0,525958.0
